ability_id,en,icon
2265505054326784,Hail of Bolts,hailofbolts
3391508040384512,Training Dummy,cheapshot
3277253320376320,Dromund Kaas Kingpin Authorization,securedatapad
3329853784850432,Minor Fleet Requisition Grant,mtx_pack_boost_req_starfighter_fleet_minor
3569607449247744,Healing Wave,rapidscan
2882369732214784,Lightning Spike,forkedLightning
2775863133208833,Powered,damageincreased
2775863133208576,Power Dart,damageincreased
843127850008576,Minor Resolve Stim,lesserbluestimpack
3683458442330112,Galaxy Season 6 Token Grant,badge
3226126029684736,Armblade Attack,shiv
2141255945420800,Droid Disguise,protocoldroidhead
811877667962880,Rifle Shot,rifleshot
3451031992139776,Cover Dive,disengagegunslinger
2777860293001216,Heatseeker Missiles,heatseekermissiles
3776143836577792,Hyper-Battle Shield Adrenal,lesserorangeadrenal
3770470184780042,Sticky Grenade (Tech),stickyGrenade
3770470184779776,Sticky Grenade,stickyGrenade
2517890217541891,Slowed,movementslowed
2517890217541632,Suppressing Burst,cheapShot
3280444481077248,Full Auto,fullAuto
3785395196133376,Orlean LE-12,mtx_mount_orlean_le12
814038036512768,Field Spotter Kit - Tier 1,greenstimpack
3565127798358016,Damaged,damageincreased
3415246324629504,Renewal,abl_sijc_sosa_renewal
2973453103661056,Baradium Explosive Pack,explosiveprobe
3418102477881611,Surprised,afraid
3418102477881344,Searching Lockbox...,lockbox
809678644707328,Using Rune of Freedom...,sithholocron
2528412887416832,Enrage,bloodthirst
809111709024256,Retrieving Data,encrypteddatadisk
3441806402387968,Sweeping Gunfire,sweepinggunfire
3516779351506944,Frenzied Onslaught,berserk
3666987242749952,Open Box,republiccrate
2176242749014275,Knockdown,thrown
2176242749014016,Personal Vehicle,hydraulicpiston
3204810106994688,Dirty Shot,rioteer
1200267265572864,Level 50 Melee DPS,treasurehunting
2297425251270915,Stunned (Physical),stunned
2297425251270656,Smash,smash
3632704813793280,Pummel,abl_bh_pt_flaming_fist
3413575582351360,Devastation,abl_jc_sh_vanquish
3457440083345408,Questioning Corellian Run Scoundrel...,forcestream
3766785102839808,Remote Slicing,slicing
1449538577498368,Lifted (Force),levitated
1449538577498112,Force Lift,skydrop
2491824061022208,See Through Stealth,force
2266677580398592,Force Pull,forcePull
2510421269414152,Penalty of Destiny,snipe
2510421269414155,Penalty of Destiny,backflips
2510421269413888,Duel of the Fates,backflips
2066587938979840,Full Auto,fullAuto
2762750598053888,Resilience,reanimation
1797125985796096,Cover Debug,cover
3330936116609024,Hyperspace Beacon,spvp_sensorprobe
1505974447767552,Advanced Medical Probe,advancedmedicalprobe
2534632000061440,Lhosan Torch,mount.speederbike.wasp.02
2518079196102656,Mortar Volley,deathfromabove
2879230111121408,Explosive Dart,koltoinhibitordart
2791178986586368,Stunned,stunned
2901078609756160,Praxon Aether,veh.pl.mt.speeder.hammerhead.e
800706458026264,Effect 2,ThermalDetonation
800706458025984,Destruction,ThermalDetonation
3776139541610496,Exotech Shield Adrenal,lesserorangeadrenal
3302065346445568,Curse of the Weakling,redmajorlightsabercrystal
3302065346445312,Curse of the Weakling,redmajorlightsabercrystal
3228690125160448,Macrobinoculars,virtualitem_macrobinoculars
3229038017511424,Tanking Training Dummy,cheapshot
1953308176547840,Missile,missleblast
3406686454808576,Pugnacious,combattechnique
3502008958976000,Lergo LS-4,mtx.mount.lergo.ls4
2969385769631744,Deploy Field Mail Droid,legacymail
3729642225664000,Healing Resonance,koltoStream
3403838891491328,Prototype Anodyne Med Unit,medkit
799413672869888,Explosive Force,forcepush
1416510278992128,Stun,diplomacy
1416510278991872,Self Stun,diplomacy
2446976012517376,Communications Repair Kit,droidpincer
3126079061491712,Ranged Attack,blaster_generic
3707390000103424,Cover Fire,cheapShot
2438398962827264,Shield Boost,forceArmor
811224832933888,Weld Hinges,accesscard
3405509633769472,Alacrity Boost,attackSlowed
2766100672545031,Damage Absorbed,deflection
1010159128150016,Dodge,evasion
3594251971592456,Tech Shell,smash
3594251971592192,Ground Smash,smash
2439721812754432,Power Boost,hk51assassinate
2507367547666694,Burning!,burned
2507367547666432,Rocket Flames,burned
1958891634032640,Alarm,sonicgrenade
811207653064704,Securing Holoterminal,accesscardcolorvariant2
3648579012919296,Heroic Moment,boostedwarzone4
2455136450379776,Rifle Strike,stockstrike
2624615859879936,Call Target,backflips
2066282996301824,Rake,animaltalon
2877263016100102,Damaged,cull
2877263016099840,Baradium Explosive Pack,explosiveprobe
941310802395136,Taking Cover,armormelt
800500299595776,No Damage,AuraOfInvincibility
2512341119795459,Poisoned (Tech),stickygrenade
2512341119795466,Slowed (Tech),movementslowed
2512341119795200,Corrosive Grenade,stickygrenade
3018348396806144,Quest Target,lifedrain
3306334543937804,Slowed (Tech),movementslowed
3306334543937536,Impulse,concussionmissiles
3322118548750336,"6,000,000 Health",emittermatrix2
3343949867515904,Force Barrier,forcebarriersage
3171051664048128,Securing Connection...,plainholocommunictor
2510412679479560,Penalty of Destiny,snipe
2510412679479563,Penalty of Destiny,backflips
2510412679479296,Duel of the Fates,backflips
812865510440960,Concentration,abl_jc_sa_Concentration
3438980313907456,Stunned,Stunned
2879187161448706,Cover,portablecover
3447956795556105,Heads Up,hustle
3447956795555840,Hunker Down,entrench
3258484313292800,Knockback Blast,highimpactround
3246720397869056,Blue Sphere,veh.pl.mt.gree
837729076117504,Destroying Cache,explosiveprobe
2814642392924160,Mortar Volley,orbitalmultistrikes
3594217611853824,Kolto Burst,healbomb
3021015571497216,Pulverized,dark_embrace
3021015571497220,Crushed,crushed
3021015571496960,Pulverizing Darkness,dark_embrace
3347445970894848,Railgun,railshot
813617129717760,Acklay Grunt,force_crush
2448307452379398,Punished,damagevulnerability
2448307452379136,Punish,force_crush
3357186956722176,Beam,cloakofpain
3288171127243008,Hypergate Shielding,cloakofpain
3288171127243017,Dread Disruption,shadowtechnique
3288171127242752,Hypergate Shielding,cloakofpain
2877391865118720,Bracer Bolt,blaster_generic
2788567646470404,Afraid (Mental),obfuscate
2788567646470407,Ignored,cc_passive
3347308531941376,Mental Continuum,mentalfocus
3479885582434304,Focused Defense,deflection
3322127138685184,Operation Debuffs,armorReduced
3322127138684928,Shattered Armor,armorReduced
3776135246643200,Experimental Shield Adrenal,lesserorangeadrenal
3683445557428484,Neural Rupture (All),armorReduced
3683445557428224,Neural Rupture,sunderingAssault
3200957521330176,Stockstrike,stockStrike
2445253730631680,Espionage,cover
3534886933626880,Enmity,stimpack
3023102925603083,Accuracy Reduced,accuracyreduced
3023102925603089,Knockdown,thrown
3023102925603092,Radiation Poisoning (Physical),Shocked
3023102925602816,Energy Overload - Venting Reactor,concussionmissiles
2491355909586944,Accessing...,adrenelinerush
3405088726974464,Power Boost,hk51assassinate
3770556084125696,Progressive Kolto Scan,emergencystimpak
2310219958845440,Death Field,massdisorientation
1979516066988032,Disabling,datapad
3299084639142144,Spiked Carapace,spined_carapace
3299084639141888,Spiked Carapace,spined_carapace
3760935357382932,Unconscious,stunned
3760935357382656,Ambush,abl_bh_pt_flaming_fist
2535460928749828,Incapacitated,levitated
2535460928749568,Force Armor,forcearmor
3361881355976704,Energy Eruption,chainlightning
3441802107420672,Flurry of Bolts,flurryofbolts
3339388612247552,Tutorial,spvp_hardreset
2467295502795013,Slowed,cripplingfire
2467295502794752,Concussion Charge,shockwave
3201524457013248,Targeting for Air Strike...,assaultcannonshockabsorberb
2901185983938560,Rocket Blast,missileBlast
3447802176733184,Sweeping Gunfire,sweepinggunfire
3479816862957568,Critical Surge,mysticalupgrade5
1130422507405312,Guardian Strike,cc_defensive
970503695106304,Burrower,hulking_mandible
970503695106306,Armor Reduced (Physical),armorReduced
970503695106048,Bore,hulking_mandible
3764053503639552,Model Zakuul Battlecruiser,pet_frigate_zakuul_battlecruiser
3374336761135104,Peck,blaster_generic
2499872829734912,Scintillating Ur-Diamonds,parasitic_microorganism
2502582954098945,Knockdown,thrown
2502582954098688,Terminate,assassinate
3277682817105920,Siz Whistle,treek_siz_whistle
2291962052870144,Restorative Scan,underworldmedicine
2779582574886912,Enrage,bloodthirst
3391624004501504,Adrenaline Fueled,adrenelinerush
2510429859348744,Penalty of Destiny,snipe
2510429859348747,Penalty of Destiny,backflips
2510429859348480,Duel of the Fates,backflips
3770461594845184,Suppressive Fire,cheapShot
2524220999336197,Stunned,stunned
2524220999335936,Bombing Run,freighterflyby
2750424041914368,Thermal Detonator,thermaldetonator
808218355826688,Dark Heal,darkGift
3492834908831744,Fleet Pass: Forged Alliances,accesscardcolorvariant1
3696253149905174,Dark Tempest (Force),blinded
3696253149905180,Grounded,carbonitegrenade
3696253149904896,Dark Tempest,abl_sw_ju_vengeful_slash
3309100502876160,Rage,shadowcloak
952181364621312,Restoration,casting
946537777594368,Installing...,toolgun
2777701379211264,Flame Sweep,bountyhunter
2523645473718272,Spawn Wave,shock
3382282450632704,Force Slash,spinningslash
1634720387432448,Scanning...,rapidscan
3649386466770944,Heroic Transport,prioritytransport2
3706569661349888,Power Boost,hk51assassinate
2025880238948352,Demolition Round,democharge
2520488672755712,Saber Strike,assault
3591400113307648,Flame Thrower,flameburst
1446248632549633,Kolto Shell,mediumarmors
1446248632549376,Kolto Shell,mediumarmors
3749845751824384,Activating Requisition...,bravado
3270196689108992,Jail Break Tag Test,spinningslash
3041317881905152,Capturing the Objective,disabledpowercell
2508793476808704,Shockwave,forcecrush
2438016710737920,Revive Companion,revive
3724810387456000,Power Boost,hk51assassinate
2482216219181056,Energy Blast,thunder
830363207204864,Concussion Charge,recklessness
3323355499331584,Concussion Mine,democharge
2166179640639488,Gurian Cyclone,mount.speederbike.modele.03
3617749737668608,Healing Scan,healingscan
2624993817001984,Shield Boost,forceArmor
3663233441333248,Heroic Transport,prioritytransport2
2857136799351045,Stunned (Physical),stunned
2857136799350784,Sonic Paralysis,forcestream
3141588188397850,Unshakable,unleash
3141588188397856,Stalwart,force_crush
3141588188397568,Projected Shield,shieldprobe
2308652295782660,Knockdown,thrown
2534627705094144,Ranged Attack,blaster_generic
2051817546448896,Melee Flurry,blaster_generic
3020994096660480,Pummel,rupture
939803268874502,Shocked,shocked
939803268874240,Cryo Rifle,inspiringcommand
3025520992190464,Birthing,gooeyblob
2859069534634240,Tough Hide,brownfurfleece
2821312477134848,Whirling Assault,whirlingAssault
2266381227655168,Alert,heartriggerpatch
815232037421555,Invigorated,cbt_st_invigorated
815232037421056,Recuperative Nanotech,recuperativenanotech
2813907953516544,Melee Attack,force_crush
1971261139845120,Lightning Charge Infinite,chargedSaber
996745945284868,Knockdown,thrown
996745945284608,Explosion,thermaldetonator
2510425564381448,Penalty of Destiny,snipe
2510425564381451,Penalty of Destiny,backflips
2510425564381184,Duel of the Fates,backflips
2994773321318400,Missile Launcher,missilefan
2923760332046336,Ice Scrabbler Jerky,plateoffood
2166600547434496,Ambush,ambush
3221118097817856,Thrown,thrown
3221118097817600,Explosive Anti-Personnel Round,explosiveprobe
3232375207100416,Nightmarish Discharge,backflips
811985042145280,Energy Surge,unleash
3766802282709258,Force Trample,plainholcron
3766802282708992,Zakuulan Force Focus,plainholcron
2628348186460160,Energized Resolve Stim,heavydutybluestimpack
3492564325892096,Guard Assist,cc_defensive
2940854301884684,Technical Difficulties,lockout
2940854301884416,Onboard AED,heartriggerpatch
3288218371883008,Priority Transport: CZ-198,spacemission
3235042381791232,Scanned,electrocution
2916098110390532,Accuracy Reduced (Tech),accuracyreduced
2916098110390272,Oil Slick,oilslick
2629404748414976,Grapple,grapple
3734611502825472,Open Box,crate_alliance_military
2777735738949632,Rail Shot,railshot
3048670865915904,Aimed Shot,snipe
3663546973945856,Force Melt,abl_jk_se_force_melt
2158289785716992,Shocked,shocked
2158289785716736,Mass Lightning,sithsorcerer
3341012109885440,Force Crush,forcethrow
3586327756931338,Slowed (Physical),movementSlowed
3586327756931072,Snaring Slashes,ass_uti_snaring_slashes
3632047683796992,Challenging Call,abl_si_as_audacity
3431223602970894,Slowed (Physical),movementslowed
3431223602970900,Diversion (Tech),smokegrenade
3431223602970914,Diversion (Tech),smokegrenade
3431223602970624,Diversion,smokegrenade
2295638544875520,Force Pull,forcePull
2520175140143104,Rapid Shots,flurryofbolts
813827583115264,Spit E3,Regurgitated Pulp
3403241891037184,Emergency Response,abl_bhtr_meco_emergency_response
2624976637132800,Shield Boost,forceArmor
2508651742888196,Burning,burned
2508651742887936,Cannonade,explosivefuel
3417660096249856,Alacrity Boost,attackSlowed
3066473505358102,Hindered,damagevulnerability
3066473505358156,Slowed,movementslowed
3066473505357824,Electro Net,electronetcommando
2443617348091904,Power Boost,hk51assassinate
3317007537668360,Taunt Immunity,cc_aggressive
3317007537668096,Sovereignty of Calphayus,veh.pl.mt.mtx.dom.throne.02
3638618983759872,Enrage,bloodthirst
3441956726243586,Stunned,stunned
3441956726243328,Hilt Strike,hiltStrike
3231245630701848,Accuracy Reduced (Force),accuracyreduced
3231245630701568,Expel Essence,empoweredscream
1958135719788544,Stealth,shadowwalk
2297476790878478,Incapacitated,levitated
2297476790878208,Force Armor,forcearmor
2848353591230464,Spit,mucus
832012474646528,Rocket Blast,missileBlast
3484223499403571,Wandering Mend Charges (Set Bonus),abl_jc_sa_wandering_mend
3484223499403264,Wandering Mend (Set Bonus),abl_jc_sa_wandering_mend
811886257897472,Stockstrike,stockStrike
2211242437509376,Stunned,stunned
2211242437509120,Grapple Blast,grapple
801359293055370,Immobilized (Tech),immobilized
801359293055376,Slowed (Tech),movementSlowed
801359293055396,Strategic Supremacy,van_uti_surveyed_terrain
801359293054976,Suppression Droid,probedroid
3749175736926478,Ion Storm,abl_tr_vg_ion_storm
3749175736926480,Shocked,shocked
3749175736926208,Ion Storm,abl_tr_vg_ion_storm
2454084183392256,High Impact Round,perforatingshot
2535284835090856,Taunt Immunity,cc_aggressive
2535284835090432,Acquiring Target,lazetarget
3391327651758343,Hindered,damagevulnerability
3391327651758348,Slowed,movementslowed
3391327651758080,Electro Net,electronetmercenary
2851252694155264,Ultimate Destruction,ionclip
2315635912605696,Surging Slash,momentousblow
3583712121848119,Unstable,overcome
3583712121847808,Missile Assault,missilefan
3054426122092544,Model Redeemer Starfighter,veh.mini.rep.fighter.elite
2201299588219138,Turret-Mounted,defensereduced
2201299588218880,Prototype Mounted Turret,largemissilebay
3231168321290240,Rocket Blast,missileBlast
959929485623561,Insolence,overcome
959929485623296,Captured by Shock Collar,utilitybeltwithmanyslots
3415495432732947,Drained,consumingdarkness
3415495432732672,Unlimited Power,uti_imp_rep_power_raid_buff
3441845057093632,Saber Ward,lightsaberReflection
3288377285673228,Knocked Down,knockdown
3288377285672960,Calling Airstrike,prioritytransport2
796514569945088,Headbutt,animalSkull
2835876711235584,Launching Probe...,genericdatadisc
3270913948647424,Wrist Laser,marktarget
2915930606665728,Accessing the Emplacement,disabledpowercell
3058149858738176,Carbonite Chamber,mtxcarbonitechamber
2318118403702784,Lightning Strike,lightningStrike
3632726288629760,Protective Barrier,electricshield
2854607063613706,Festering Rot,mucus
2854607063613440,Flesh-Eating Rot,mucus
3590661378933018,Taunt,taunt
3590661378932736,Provoking Scream,abl_si_as_audacity
810876940582912,Searching,remotecontrol
2498103303208960,Wrist Blade,retractableblade
3244899331735812,Immobilized,immobilized
3244899331735552,Jet Charge,jetcharge
3249731169943552,Battle Focus,focusfire
3724814682423296,Power Boost,hk51assassinate
3288162537308160,Force Lightning,sithsorcerer
2877997455507456,Heatseeker Missiles,heatseekermissiles
3272713539944708,Immobilized,immobilized
3272713539944448,Berserker Slam,newrolloperative
3410427371323392,Inserting Chip...,token_nar_slots
3187007467552768,Test Ground Self,auraofvalor
813926367363072,Defensive,cc_defensive
3441226581803008,Force Speed,forceSpeed
2859267103129600,Masticate,crushingdarkness
3357049517768988,Riot Droid Autorepair,diagnosticscan
3357049517768704,Riot Shield Transfer,absorbtionfield
3456817313087488,Enrage,bloodthirst
3276583305478400,Stunned,taserjolt
3276922607894789,Carbonized,carbonized
3276922607894528,Carbonize,carbonize
3122441224192259,Burning (Physical),burned
3122441224192000,Plasma Cell,plasmaclip
3590674263834624,Personal Threat,abl_bh_me_thrill_hunt
834267332477203,Crushed (Force),crushed
834267332476928,Crushing Darkness,consumingdarkness
3588917622210560,Sparring Droid,mtx_toy_sparring_droid
2777246112677888,Ranged Attack,blaster_generic
2777727149015302,Immobilized,immobilized
2777727149015305,Incendiary Missile,jetcharge
2777727149015040,Jet Charge,jetcharge
2626441220980736,Favored by the Destroyer,guard
809816083660800,Riot Gas Stunned Buff,stimpack
3737562145357824,Registering License...,bravado
3122995274973184,Activating,remotecontrol
3394153740238848,Blowback,abl_bhtr_meco_blowback
2876717555253248,Defensive Systems,telekineticblast
810649307316224,Quick Travel,star_map
3632039093862658,Sundered (Physical),armorReduced
3632039093862400,Disease Spread,disorientingblow
2743848446984463,Bleeding,bloomingshot
2743848446984192,Perforating Rend,forcecharge
2877439109759248,Stunned,stunned
2877439109758976,Ravage,bladerush
2278832337846272,Stealth,shadowwalk
3062032509173760,Fireworks: Imperial,fireworks
1201697489682704,Re-energizers,abl_tr_vg_reenergizers
1201697489682432,Reserve Powercell,blasterpowerpacka
3485782572531978,Stunned,stun
3485782572531712,Force Push,forcePush
3505238774382592,Scarred Chemilizard,mtx.mount.chemilizard.scarred
3238431110987776,Missile Bombardment,missileblastsalvo
3075114979557376,Purging Virus,datapad
2141251650453504,Flaregun,blaster_generic
3569474305261568,Soothe,consumption
2628361071362048,Rakata Resolve Stim,heavydutybluestimpack
3664285708320768,Heroic Transport,prioritytransport2
3589445903187968,Kolto Quick Scan,bodyguardhealproc
3172872730181893,Increased Damage,berserk
3172872730181632,Augmenting,berserk
3024434365464576,Barge,concussionmissiles
641522085134336,You Stink,lifedrain
2207428506550272,Powerful Blast,orbitalmultistrikes
3388905290203136,Tanamen Fever,stunned
3677892164714761,Hibernation Sickness,carbonize
3677892164714496,Valkorion's Guidance,abl_ag_sn_corrosive_dispersion
3322943182471168,Tactical Marker: Tank,mtx_toy_tacticalmarker_tank
2466118681755907,Imperial Medical Probe,astrodroidhead
2466118681755648,Imperial Medical Probe,astrodroidhead
2857153979219968,Enrage,bloodthirst
3661674368204800,Heroic Transport,prioritytransport2
2465762199470080,Quick Travel,starmap
3251801344180488,Thrown,thrown
3251801344180224,Termination Ray,flankingshot
3299153358618882,Shocked,shocked
3299153358618624,Shocking Charge...,ionclip
3395476590166016,Incendiary Mortar,orbitalbombardment
2631934484152597,Burning (Tech),burned
2631934484152320,Incendiary Missile,tacticalnuke
2115481846677504,Charged Burst,chargedburst
952039630700800,Weakened,remotedetonationmine
952039630700804,Stunned,stunned
952039630700544,Cybernetic Shutdown,remotedetonationmine
3470050107326796,Knockdown,thrown
3470050107326464,Death from Above,deathFromAbove
2768647588151560,Fearful Aura,consumingdarkness
2768647588151296,Furious Anger,adrenelinerush
3632026208960512,Whirlwind Strike,spinningstrike
2861788248932352,Unstable Discharge,cryobangrenade
3303160563105792,Critical Surge,mysticalupgrade5
885781170225152,Turbulence,turbulence
1220848748855296,Level 30 Caster-DPS,treasurehunting
809116003991552,Collecting Mine,remotedetonationmine
3025469452582912,Hypergate Unity,flashbang
3669933590315008,Heroic Transport,prioritytransport2
2058238522556672,Corrosive Grenade (Any),stickygrenade
2058238522556416,Poison Grenade,stickygrenade
2775747169091841,Self Destruct,demolition
2775747169091584,Self Destruct,demolition
2517052698918912,Undying Rage,shadowcloak
2506409769959424,Rocket Blast,missileblast
2470765836369920,Escape,escape
3663684412899328,Heroic Transport,prioritytransport2
2262627426238464,Force Push,forcepush
2453263844638720,Tremors,orbitalbombardment
2510408384512264,Penalty of Destiny,snipe
2510408384512267,Penalty of Destiny,backflips
2510408384512000,Duel of the Fates,backflips
2521467925299456,Stunned,stunned
2521467925299200,Dirty Kick,dirtyKick
2074941650370560,Quickshot,fearsomecry
3239822680391680,Power Regulator Shield,mysticalupgrade2
3751104177242112,Calibrated Taunting Shot,hk51calibratedshot
2809789079879991,Knockdown,thrown
2809789079879994,Knockdown,thrown
2809789079879997,Knockdown,thrown
2809789079880000,Knockdown,thrown
2809789079880003,Knockdown,thrown
2809789079880006,Knockdown,thrown
2809789079879680,Sav-Rak Smash,surge
3451027697172750,Incendiary Mine,disengagegunslinger
3451027697172480,Cover Dive,disengagegunslinger
2995426156347648,Envenomed (Physical),wither
2628356776394752,Exotech Resolve Stim,heavydutybluestimpack
2515025474355200,Hail Of Bolts,hailofBolts
2816162811346944,Test 1,forcequake
3069325363642368,Kolto Effusion,koltoinfusion
3417587081805824,Focused Defense,deflection
2878220793806848,Reinforcement: Grenade Volley,demolition
3754106359382016,Roche Shaclaw,mount_roche_shaclaw
3335080760049922,Immobilized,immobilized
3335080760049664,Ravage,impale
3248047542763520,Melee Attack,lightsaber_generic
3695802178339078,Stunned (Force),stunned
3695802178338816,Force Stun,forcestun
2507578001064196,Lifted (Force),levitated
809962112548864,Poisoned Body Parts...,animallimb
2838500936253440,Test Asplode,thermaldetonator
3158183942029312,Spraying Trace Elements...,minorredstimpack
1798822497878016,Charged Rounds,burst
812139660967936,Master Strike,masterStrike
984595482804224,Healing Scan,healingscan
997175442014208,Advanced Medical Probe,advancedmedicalprobe
2028135096778752,Jet Charge,jetcharge
999889861345280,Storm,chargedplating
3401390760132608,Rapid Scan,diagnosticscan
3393462250504192,Medical Probe,resuscitationprobe
812182610640896,Resolute,unwaveringResolve
3270012005515545,Bleeding (Physical),bloomingShot
3270012005515576,Shocked (Tech),backlash
3270012005515584,Slowed,movementslowed
3270012005515599,Poisoned (Physical),lifedrain
2790388712603904,Anti-tank Drone,staticcling
3320881598169344,Large,tenacity
3303388196372755,Hyperopia,rushedshot
3748866499281159,Concentration,abl_ag_op_tactical_med
3301507000697147,Empowered Static Barrier,forcebarriersorcerer
2783409390747907,Unshakable,unleash
2783409390747909,Weaponbound,forcecharge_old
2778994164367616,Pulse Mine,ionclip
3275685657313537,Focused,terminate
3010286743191814,Purple Convex,complexaccesscard
3254627432661268,Thrown,thrown
3176948654145793,Shielded,absorbtionfield
3357680877961472,Nightmare Power,deathfield
3443060532838673,Survivor's Damage Reduction Bonus,matter_transubstantiator
3358797569458432,Nightmare Power,deathfield
3272576100991246,Unshakable,unleash
2950835805880583,Black Parallel,encrypteddatadisk
3361404614607104,Nightmare Power,deathfield
2964244693778697,Bloated,tentacle
3427761859330304,Blast Shield,energyshield
3330699893408020,K'lor'slug Queen Pheromones,abl_ag_op_enhance_chem
3533980695527726,Beat Down (Physical),cbt_st_beat_down
3533980695527732,Marked (Physical),cbt_st_marked
3533980695527738,Vulnerable (Force),cbt_st_vulnerable
3533980695527744,Susceptible (Tech),cbt_st_susceptible
3533980695527750,Sundered (Physical),armorReduced
3533980695527756,Assailable (Mental),cbt_st_assailable
3533980695527762,Overwhelmed (Mental),cbt_st_overwhelmed
3278546105532674,Bounty Engaged,rushedshot
3652328519368964,Airborne,jetcharge
2809982353408258,Rusted Motivator,droidmotor
3227504714187014,Weaponmaster,recharge
3268229594087683,Shielded,energyshield
3010273858289920,Yellow Convex,complexaccesscard1
3431335272120581,Berserk,berserk
3443137842249990, Field Medic's Critical Bonus,matter_transubstantiator
2901447976943873,Ignored,cc_passive
2901447976943875,Experimental Aggression,crazedbluff
2901447976943878,Knocked Down,thrown
3677565747200314,Taunt Immunity,cc_aggressive
3443146432184598,Supercommando's Damage Reduction Bonus,matter_transubstantiator
3448583860781321,Dark Destruction,darksidev
3455928254857480,Taunt Immunity,cc_aggressive
3511646865588506,Stunned,Stunned
3511646865588515,Talisman Echo,sithlightsaberhilt
3511646865588520,Stunned,Stunned
3010192253911296,Purple Convex,complexaccesscard
2953760678609152,Purple Convex,complexaccesscard
2504524279316736,Large,tenacity
3010265268355328,Orange Convex,complexaccesscard2
3699379886096646,Combat Medic's Critical Bonus,matter_transubstantiator
3358780389589248,Nightmare Power,deathfield
3358814749327616,Nightmare Power,deathfield
3252729057116424,Analyzed Combat Records (Tech),assassinate
2995318782165248,Boss Immunity,unwaveringresolve
2995318782165251,Unshakable,unleash
3699332641456390,Field Tech's/Professional's Damage Bonus,matter_transubstantiator
3258973939564800,Isotope-5,powercell2
3258973939564802,Isotope-5 Shielding,powercell2
3258973939564806,Isotope-5 Shielding,vialofyellowliquid
3469354322624791,Covered,backflips
3427431146848524,Shocked,lightningstorm
3699341231390985,Enforcer's Critical Bonus,improvedelectromagneticpulse
3361421794476288,Nightmare Power,deathfield
2950840100847879,Black Parallel,encrypteddatadisk
3444885893939459,Invulnerability Field,energyshield
3444885893939461,Advanced Stealth,stealth
3444885893939465,Systems In Overload!,damageincreased
3444885893939481,Unreachable,meleetankunlock
3280401531404545,Jet Packing,jetboost
3447376974971187,Force Barrier,forcebarriersorcerer
3447376974971197,Unreachable,meleetankunlock
3314945953366276,Malfunctioning,electrostaves
3314945953366282,Negation Field,ballisticshield
3314945953366286,Negation Field,carbonitereinforcedshield
3314945953366304,Charged,force
3699397065965828, Field Medic's Critical Bonus,matter_transubstantiator
3314976018137347,Betrayed,channelhatred
2811116224774408,Hindering Poison,thunder
2811116224774410,Slowed,movementslowed
2978349366378752,Coolant Leak,nightmare
3510736332521739,Force Echo,sithlightsaberhilt
3510736332521742,Stunned,Stunned
2860637197697281,Weaponbound,forcecharge_old
2860637197697283,Unshakable,unleash
3025873179508994,Tentacle Proximity,animalinsectmandible
2988257855930624,Jealous Male,bravado
3360399592259840,Nightmare Power,deathfield
2964425082405122,Dread,deathfield
2778998459334919,Shocked,shocked
3395824482517248,Shoulder Cannon,powerloaders
3291070230167814,Bounty Engaged,rushedshot
3441170747228424,Immobilized,immobilized
3289279228805376,Curse of the Coward,mysticalupgrade4
3289279228805378,Curse of the Incompetent,mysticalupgrade1
3289279228805382,Curse of the Weakling,mysticalupgrade5
3511655455523096,Stunned,Stunned
3511655455523105,Talisman Echo,sithmask
3511655455523108,Stunned,Stunned
3050676615643393,Holoprojection,jediholocommunicator
2995898602750209,Unshakable,unleash
2995898602750214,Boss Immunity,unwaveringresolve
827073262256384,Injured (Physical),movementslowed
2980913461854479,Karagga's Palace Timed Run,sandwich
3357487604433152,Nightmare Power,deathfield
3010260973388032,Blue Convex,complexaccesscardcolorvariant3
2204065547157760,Damaged Chassis,complexaccesscardcolorvariant4
3041227687592193,Tantrum,nightmare
2626299487060224,Guardian,cyborgveteran
3071305343566095,Haze Toxin (Physical),lesserredstimpack
3071305343566101,Lethargy Toxin (Physical),lesseryellowstimpack
3071305343566117,Enervating Toxin (Physical),lessergreenstimpack
3071305343566120,Vertigo Toxin (Physical),minorpinkadrenal
3071305343566128,Synapse Toxin (Physical),minororangeadrenal
3146213868175616,Stunned,stunned
3360983707812096,Nightmare Power,deathfield
3511659750490392,Stunned,Stunned
3511659750490401,Talisman Echo,sithstonetablet
3511659750490404,Stunned,Stunned
2877804181979402,Taunt Immunity,cc_aggressive
2877804181979405,Tracked,hatred
3448356227514632,Dark Destruction,darksidev
3743570804605196,Choking,choke
3443120662380800,Field Tech's/Professional's Damage Bonus,matter_transubstantiator
3702412133007620,Solar Radiation,burned
2998501352931590,Purple Convex,complexaccesscard
3410646414655754,Enraged!,coordinatedpower
2984997975752966,Diseased,animalskull
2984997975752973,Putrefaction,venomsackrecolor
2984997975752977,Cataracts,animalbrain
2984997975752980,Bad DNA,vialofyellowliquid
2984997975752993,Poisoned (Physical),lifedrain
2984997975752996,Fatigue (Physical),animalskull
2861689464684800,Stalwart,force_crush
3553398242672907,Taunt Immunity,cc_aggressive
3227513304121603,Challenger,recharge
3071880869183746,Easily Distracted,backhand
3482222044643598,Enforcer's Critical Bonus,improvedelectromagneticpulse
2878955233214721,Protected,absorbtionfield
2984993680785670,Ravenous Maw,animalinsectmouthpart
2984993680785673,Armor Reduced (Physical),armorReduced
2984993680785681,Tumors,tumor
